model_name,feature,importance
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_silver_return_1d__div,0.015772
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_sp500_rolling_corr_30d__div,0.013801
lgbm_gpu_engineered,z2_z_btc_rsi_30__z_btc_rolling_position_60d__div,0.013143
lgbm_gpu_engineered,z_us30y_level_z_120d,0.012924
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_sp500_return_1d__mul,0.012705
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_candle_range_pct__div,0.012486
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_drawdown_change_60d__mul,0.012048
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_return_lag_1__add,0.012048
lgbm_gpu_engineered,z_btc_log_volume,0.011172
lgbm_gpu_engineered,z2_z_btc_drawdown_change_120d__z_btc_sp500_rolling_corr_30d__div,0.011172
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_silver_return_1d__div,0.010734
lgbm_gpu_engineered,z2_z_btc_drawdown_change_120d__z_silver_return_1d__div,0.010515
lgbm_gpu_engineered,z2_z_btc_rsi_14__z_btc_rsi_7__div,0.010296
lgbm_gpu_engineered,z2_z_btc_trend_above_sma50__z_btc_rsi_30__mul,0.009858
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_return_lag_1__div,0.009858
lgbm_gpu_engineered,z2_z_btc_return_lag_1__z_btc_return_60d__mul,0.009419
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_return_60d__mul,0.008981
lgbm_gpu_engineered,z2_z_us10y_us5y_spread__z_btc_rolling_position_7d__add,0.008981
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_drawdown_change_120d__sub,0.008981
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_bollinger_percent_b_20d__mul,0.008762
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_sp500_rolling_corr_30d__div,0.008762
lgbm_gpu_engineered,z2_z_silver_return_7d__z_btc_candle_range_pct__mul,0.008762
lgbm_gpu_engineered,z2_z_btc_rolling_position_60d__z_btc_rsi_7__div,0.008543
lgbm_gpu_engineered,z_btc_return_lag_1,0.008324
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_drawdown_change_60d__mul,0.008324
lgbm_gpu_engineered,z2_z_btc_rsi_14__z_btc_drawdown_change_60d__mul,0.008324
lgbm_gpu_engineered,z2_z_btc_rsi_14__z_btc_nasdaq_rolling_corr_30d__div,0.008324
lgbm_gpu_engineered,z2_z_silver_return_1d__z_gold_return_7d__div,0.008324
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_sp500_rolling_corr_30d__mul,0.008324
lgbm_gpu_engineered,z2_z_silver_return_7d__z_us5y_bp_chg_7d__add,0.008105
lgbm_gpu_engineered,z2_z_btc_rolling_position_60d__z_btc_drawdown_change_30d__div,0.008105
lgbm_gpu_engineered,z2_z_btc_nasdaq_rolling_corr_30d__z_btc_return_60d__mul,0.008105
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_return_lag_1__add,0.008105
lgbm_gpu_engineered,z_btc_bollinger_width_20d,0.007886
lgbm_gpu_engineered,z_us5y_bp_chg_7d,0.007886
lgbm_gpu_engineered,z2_z_btc_rsi_14__z_btc_return_60d__mul,0.007886
lgbm_gpu_engineered,z2_z_btc_bollinger_lower_distance_20d__z_btc_drawdown_change_30d__div,0.007886
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_bollinger_width_20d__add,0.007886
lgbm_gpu_engineered,z2_z_btc_trend_above_sma50__z_gold_return_7d__div,0.007667
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_rolling_position_7d__mul,0.007667
lgbm_gpu_engineered,z2_z_btc_rsi_30__z_btc_rsi_7__mul,0.007667
lgbm_gpu_engineered,z2_z_btc_return_lag_1__z_nasdaq_return_1d__mul,0.007667
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_bollinger_width_change_20d__add,0.007667
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_nasdaq_return_1d__div,0.007448
lgbm_gpu_engineered,z2_z_nasdaq_return_1d__z_gold_return_7d__mul,0.007448
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_candle_range_pct__mul,0.007448
lgbm_gpu_engineered,z2_z_btc_nasdaq_rolling_corr_30d__z_btc_sp500_rolling_corr_30d__div,0.007448
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_us5y_bp_chg_7d__sub,0.007448
lgbm_gpu_engineered,z2_z_btc_return_lag_1__z_btc_drawdown_change_60d__mul,0.007229
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_bollinger_width_change_20d__mul,0.007229
lgbm_gpu_engineered,z_btc_volume_z_20d,0.007229
lgbm_gpu_engineered,z2_z_btc_rsi_30__z_gold_return_7d__mul,0.00701
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_nasdaq_rolling_corr_30d__sub,0.00701
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_gold_return_7d__div,0.006791
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_us10y_us5y_spread__sub,0.006791
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_return_lag_1__add,0.006791
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_silver_return_1d__sub,0.006791
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_silver_return_1d__div,0.006353
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_nasdaq_rolling_corr_30d__div,0.006353
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_silver_return_7d__sub,0.006353
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_drawdown_change_120d__sub,0.006353
lgbm_gpu_engineered,z2_z_silver_return_1d__z_us5y_bp_chg_7d__add,0.006134
lgbm_gpu_engineered,z2_z_btc_return_60d__z_btc_drawdown_change_60d__div,0.006134
lgbm_gpu_engineered,z2_z_us10y_us5y_spread__z_silver_return_1d__mul,0.006134
lgbm_gpu_engineered,z2_z_silver_return_7d__z_btc_return_lag_1__sub,0.006134
lgbm_gpu_engineered,z2_z_btc_rsi_7__z_btc_drawdown_change_30d__sub,0.006134
lgbm_gpu_engineered,z2_z_btc_bollinger_lower_distance_20d__z_gold_return_7d__sub,0.005915
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_bollinger_width_20d__div,0.005915
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_nasdaq_rolling_corr_30d__sub,0.005915
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_nasdaq_return_1d__mul,0.005696
lgbm_gpu_engineered,z2_z_btc_rsi_14__z_btc_candle_range_pct__div,0.005696
lgbm_gpu_engineered,z2_z_btc_rolling_position_7d__z_btc_rolling_position_60d__mul,0.005696
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_volume_pct_7d__add,0.005696
lgbm_gpu_engineered,z_silver_return_1d,0.005476
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_candle_range_pct__mul,0.005476
lgbm_gpu_engineered,z2_z_us10y_us5y_spread__z_silver_return_1d__div,0.005476
lgbm_gpu_engineered,z_btc_rsi_30,0.005476
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_trend_sma50_above_sma200__div,0.005257
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_nasdaq_rolling_corr_30d__mul,0.005038
lgbm_gpu_engineered,z2_z_btc_return_lag_1__z_silver_return_1d__mul,0.005038
lgbm_gpu_engineered,z2_z_silver_return_7d__z_btc_nasdaq_rolling_corr_30d__mul,0.005038
lgbm_gpu_engineered,z_btc_trend_strength_50_200,0.005038
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_candle_range_pct__mul,0.004819
lgbm_gpu_engineered,z2_z_btc_rolling_position_14d__z_btc_drawdown_change_120d__div,0.004819
lgbm_gpu_engineered,z2_z_btc_rolling_position_30d__z_silver_return_1d__div,0.004819
lgbm_gpu_engineered,z2_z_silver_return_7d__z_btc_nasdaq_rolling_corr_30d__div,0.004819
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_silver_return_1d__mul,0.004819
lgbm_gpu_engineered,z2_z_btc_return_60d__z_btc_drawdown_change_60d__mul,0.004819
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_volume_pct_7d__add,0.004819
lgbm_gpu_engineered,z_vix_rolling_volatility_20d,0.0046
lgbm_gpu_engineered,z2_z_us10y_us5y_spread__z_btc_drawdown_change_60d__sub,0.0046
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_nasdaq_rolling_corr_30d__div,0.0046
lgbm_gpu_engineered,z2_z_btc_rsi_7__z_btc_trend_above_sma20__div,0.0046
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_rsi_7__mul,0.0046
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_us5y_bp_chg_7d__sub,0.0046
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_silver_return_7d__sub,0.0046
lgbm_gpu_engineered,z2_z_btc_rsi_30__z_btc_drawdown_change_30d__mul,0.004381
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_us5y_bp_chg_7d__div,0.004381
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_rolling_position_60d__div,0.004381
lgbm_gpu_engineered,z2_z_btc_trend_above_sma50__z_gold_return_7d__sub,0.004381
lgbm_gpu_engineered,z_dxy_return_1d,0.004162
lgbm_gpu_engineered,z2_z_btc_rolling_position_7d__z_btc_nasdaq_rolling_corr_30d__mul,0.004162
lgbm_gpu_engineered,z2_z_btc_bollinger_lower_distance_20d__z_btc_candle_range_pct__mul,0.004162
lgbm_gpu_engineered,z2_z_sp500_return_1d__z_btc_rsi_7__div,0.004162
lgbm_gpu_engineered,z2_z_btc_drawdown_change_30d__z_gold_return_7d__mul,0.004162
lgbm_gpu_engineered,z2_z_btc_trend_above_sma20__z_btc_nasdaq_rolling_corr_30d__mul,0.004162
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_bollinger_percent_b_20d__div,0.004162
lgbm_gpu_engineered,z_btc_return_60d,0.003943
lgbm_gpu_engineered,z2_z_btc_rolling_position_60d__z_btc_rsi_14__mul,0.003943
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_trend_sma50_above_sma200__div,0.003943
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_nasdaq_return_1d__div,0.003943
lgbm_gpu_engineered,z2_z_nasdaq_return_1d__z_silver_return_1d__mul,0.003943
lgbm_gpu_engineered,z2_z_btc_trend_above_sma50__z_nasdaq_return_1d__div,0.003943
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_silver_return_1d__sub,0.003943
lgbm_gpu_engineered,z2_z_btc_rsi_14__z_btc_trend_above_sma20__div,0.003943
lgbm_gpu_engineered,z_us30y_us10y_spread,0.003724
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_candle_range_pct__mul,0.003724
lgbm_gpu_engineered,z2_z_btc_rsi_7__z_btc_drawdown_change_30d__mul,0.003724
lgbm_gpu_engineered,z2_z_btc_rolling_position_14d__z_gold_return_7d__mul,0.003724
lgbm_gpu_engineered,z2_z_btc_trend_above_sma50__z_btc_candle_range_pct__div,0.003724
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_silver_return_1d__sub,0.003724
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_sp500_return_1d__sub,0.003724
lgbm_gpu_engineered,z2_z_btc_bollinger_lower_distance_20d__z_btc_drawdown_change_60d__mul,0.003505
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_us5y_bp_chg_7d__mul,0.003505
lgbm_gpu_engineered,z2_z_btc_return_60d__z_btc_candle_range_pct__div,0.003505
lgbm_gpu_engineered,z2_z_us10y_us5y_spread__z_btc_drawdown_change_60d__div,0.003505
lgbm_gpu_engineered,z2_z_btc_rolling_position_14d__z_us10y_us5y_spread__div,0.003505
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_us5y_bp_chg_7d__sub,0.003505
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_return_lag_1__add,0.003505
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_return_60d__add,0.003505
lgbm_gpu_engineered,z2_z_silver_return_7d__z_btc_trend_sma50_above_sma200__sub,0.003505
lgbm_gpu_engineered,z_btc_bollinger_width_change_20d,0.003286
lgbm_gpu_engineered,z_silver_return_60d,0.003286
lgbm_gpu_engineered,z2_z_us10y_us5y_spread__z_gold_return_7d__sub,0.003286
lgbm_gpu_engineered,z2_z_btc_sp500_rolling_corr_30d__z_gold_return_7d__add,0.003286
lgbm_gpu_engineered,z2_z_btc_drawdown_change_120d__z_nasdaq_return_1d__div,0.003286
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_bollinger_width_change_20d__add,0.003286
lgbm_gpu_engineered,z2_z_btc_drawdown_change_60d__z_gold_return_7d__add,0.003067
lgbm_gpu_engineered,z2_z_btc_rolling_position_7d__z_btc_trend_above_sma20__div,0.003067
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_nasdaq_rolling_corr_30d__sub,0.003067
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_trend_sma50_above_sma200__add,0.003067
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_return_60d__div,0.002848
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_candle_range_pct__mul,0.002848
lgbm_gpu_engineered,z_btc_volume_diff_7d,0.002848
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_volume_pct_7d__add,0.002848
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_nasdaq_rolling_corr_30d__sub,0.002848
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_trend_sma50_above_sma200__add,0.002848
lgbm_gpu_engineered,z_silver_return_7d,0.002629
lgbm_gpu_engineered,z_btc_drawdown_change_120d,0.002629
lgbm_gpu_engineered,z2_z_btc_rolling_position_7d__z_btc_drawdown_change_120d__sub,0.002629
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_sp500_return_1d__sub,0.002629
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_candle_range_pct__add,0.002629
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_gold_return_7d__mul,0.002629
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_silver_return_1d__mul,0.002629
lgbm_gpu_engineered,z2_z_btc_rolling_position_60d__z_btc_trend_above_sma20__div,0.002629
lgbm_gpu_engineered,z2_z_btc_rolling_position_30d__z_btc_trend_sma50_above_sma200__div,0.002629
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_silver_return_1d__mul,0.002629
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_sp500_return_1d__sub,0.002629
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_trend_sma50_above_sma200__add,0.002629
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_silver_return_1d__sub,0.00241
lgbm_gpu_engineered,z2_z_silver_return_1d__z_btc_candle_range_pct__mul,0.00241
lgbm_gpu_engineered,z2_z_btc_drawdown_change_30d__z_gold_return_7d__div,0.00241
lgbm_gpu_engineered,z2_z_nasdaq_return_1d__z_btc_sp500_rolling_corr_30d__add,0.002191
lgbm_gpu_engineered,z_btc_rolling_position_7d,0.002191
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_nasdaq_rolling_corr_30d__sub,0.002191
lgbm_gpu_engineered,z_sp500_return_1d,0.001972
lgbm_gpu_engineered,z_btc_nasdaq_rolling_corr_30d,0.001972
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_silver_return_7d__sub,0.001972
lgbm_gpu_engineered,z2_z_silver_return_1d__z_btc_drawdown_change_30d__mul,0.001972
lgbm_gpu_engineered,z2_z_btc_trend_above_sma20__z_gold_return_7d__div,0.001972
lgbm_gpu_engineered,z_btc_rsi_7,0.001972
lgbm_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_silver_return_1d__sub,0.001972
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_us5y_bp_chg_7d__sub,0.001972
lgbm_gpu_engineered,z2_z_btc_rolling_position_30d__z_btc_drawdown_change_60d__sub,0.001752
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_trend_sma50_above_sma200__div,0.001752
lgbm_gpu_engineered,z2_z_btc_rolling_position_7d__z_btc_rsi_14__mul,0.001752
lgbm_gpu_engineered,z2_z_btc_rolling_position_7d__z_btc_trend_sma50_above_sma200__div,0.001752
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_drawdown_change_30d__mul,0.001752
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_bollinger_width_change_20d__mul,0.001752
lgbm_gpu_engineered,z2_z_btc_volume_pct_7d__z_silver_return_7d__sub,0.001752
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_us5y_bp_chg_7d__sub,0.001752
lgbm_gpu_engineered,z_btc_candle_range_pct,0.001533
lgbm_gpu_engineered,z2_z_btc_rolling_position_30d__z_btc_trend_above_sma50__div,0.001533
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_trend_above_sma20__sub,0.001533
lgbm_gpu_engineered,z2_z_btc_rsi_7__z_silver_return_1d__div,0.001533
lgbm_gpu_engineered,z_btc_bollinger_lower_distance_20d,0.001533
lgbm_gpu_engineered,z2_z_btc_trend_above_sma20__z_btc_drawdown_change_60d__mul,0.001533
lgbm_gpu_engineered,z_btc_rolling_position_20d,0.001314
lgbm_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_bollinger_width_change_20d__mul,0.001314
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_trend_above_sma20__div,0.001314
lgbm_gpu_engineered,z2_z_btc_trend_above_sma50__z_us10y_us5y_spread__div,0.001314
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_bollinger_width_change_20d__add,0.001314
lgbm_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_rsi_14__add,0.001095
lgbm_gpu_engineered,z_btc_volume_pct_7d,0.000876
lgbm_gpu_engineered,z2_z_us10y_us5y_spread__z_nasdaq_return_1d__sub,0.000876
lgbm_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_trend_sma50_above_sma200__add,0.000876
lgbm_gpu_engineered,z_btc_drawdown_120d,0.000657
lgbm_gpu_engineered,z_btc_trend_above_sma50,0.0
lgbm_gpu_engineered,z_btc_trend_sma50_above_sma200,0.0
lgbm_gpu_engineered,z_btc_trend_sma7_above_sma30,0.0
xgb_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_trend_sma50_above_sma200__add,0.008458
xgb_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_nasdaq_rolling_corr_30d__sub,0.007445
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_nasdaq_rolling_corr_30d__sub,0.007149
xgb_gpu_engineered,z2_z_btc_bollinger_width_20d__z_sp500_return_1d__mul,0.007128
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_silver_return_1d__div,0.006973
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_sp500_return_1d__sub,0.006956
xgb_gpu_engineered,z2_z_us10y_us5y_spread__z_btc_drawdown_change_60d__sub,0.006864
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_silver_return_1d__sub,0.006736
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_nasdaq_rolling_corr_30d__sub,0.006736
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_trend_sma50_above_sma200__add,0.006524
xgb_gpu_engineered,z_btc_drawdown_120d,0.006455
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_silver_return_1d__mul,0.006365
xgb_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_trend_above_sma20__div,0.006341
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_silver_return_1d__div,0.006264
xgb_gpu_engineered,z2_z_btc_rolling_position_7d__z_btc_rolling_position_60d__mul,0.006189
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_trend_sma50_above_sma200__div,0.006068
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_silver_return_7d__sub,0.006062
xgb_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_bollinger_width_20d__add,0.00606
xgb_gpu_engineered,z2_z_btc_rsi_7__z_btc_drawdown_change_30d__mul,0.006047
xgb_gpu_engineered,z2_z_btc_bollinger_width_20d__z_silver_return_1d__div,0.006039
xgb_gpu_engineered,z2_z_btc_rolling_position_20d__z_us5y_bp_chg_7d__div,0.005985
xgb_gpu_engineered,z2_z_btc_bollinger_lower_distance_20d__z_gold_return_7d__sub,0.005908
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_drawdown_change_60d__mul,0.005901
xgb_gpu_engineered,z2_z_us30y_us10y_spread__z_silver_return_1d__sub,0.005896
xgb_gpu_engineered,z2_z_sp500_return_1d__z_btc_candle_range_pct__div,0.00587
xgb_gpu_engineered,z2_z_btc_trend_above_sma50__z_gold_return_7d__div,0.005858
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_silver_return_7d__sub,0.005822
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_nasdaq_return_1d__div,0.005821
xgb_gpu_engineered,z2_z_silver_return_7d__z_btc_trend_sma50_above_sma200__sub,0.005778
xgb_gpu_engineered,z2_z_silver_return_7d__z_btc_return_lag_1__sub,0.00577
xgb_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_bollinger_width_change_20d__mul,0.005768
xgb_gpu_engineered,z2_z_btc_trend_above_sma50__z_btc_rsi_30__mul,0.005759
xgb_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_trend_sma50_above_sma200__add,0.005738
xgb_gpu_engineered,z2_z_btc_rsi_14__z_btc_nasdaq_rolling_corr_30d__div,0.005735
xgb_gpu_engineered,z2_z_btc_bollinger_width_20d__z_us5y_bp_chg_7d__sub,0.005711
xgb_gpu_engineered,z_silver_return_7d,0.0057
xgb_gpu_engineered,z2_z_btc_bollinger_lower_distance_20d__z_btc_drawdown_change_30d__div,0.005682
xgb_gpu_engineered,z_btc_rsi_7,0.005676
xgb_gpu_engineered,z_vix_rolling_volatility_20d,0.005657
xgb_gpu_engineered,z2_z_btc_rsi_14__z_btc_drawdown_change_60d__mul,0.00565
xgb_gpu_engineered,z2_z_btc_trend_above_sma20__z_btc_nasdaq_rolling_corr_30d__mul,0.005638
xgb_gpu_engineered,z_us30y_us10y_spread,0.005637
xgb_gpu_engineered,z2_z_us30y_us10y_spread__z_us5y_bp_chg_7d__mul,0.005634
xgb_gpu_engineered,z_silver_return_1d,0.005619
xgb_gpu_engineered,z_btc_return_60d,0.005601
xgb_gpu_engineered,z2_z_btc_drawdown_change_120d__z_silver_return_1d__div,0.005553
xgb_gpu_engineered,z_sp500_return_1d,0.00553
xgb_gpu_engineered,z2_z_btc_nasdaq_rolling_corr_30d__z_btc_return_60d__mul,0.005521
xgb_gpu_engineered,z2_z_btc_trend_above_sma50__z_gold_return_7d__sub,0.005512
xgb_gpu_engineered,z2_z_silver_return_7d__z_btc_nasdaq_rolling_corr_30d__mul,0.005496
xgb_gpu_engineered,z2_z_btc_rolling_position_7d__z_btc_nasdaq_rolling_corr_30d__mul,0.005493
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_drawdown_change_120d__sub,0.005492
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_return_lag_1__add,0.005492
xgb_gpu_engineered,z2_z_btc_return_lag_1__z_silver_return_1d__mul,0.005488
xgb_gpu_engineered,z2_z_btc_rolling_position_20d__z_silver_return_1d__sub,0.005482
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_silver_return_1d__sub,0.005479
xgb_gpu_engineered,z2_z_btc_return_lag_1__z_btc_return_60d__mul,0.005475
xgb_gpu_engineered,z2_z_sp500_return_1d__z_btc_sp500_rolling_corr_30d__div,0.005474
xgb_gpu_engineered,z2_z_btc_rolling_position_60d__z_btc_rsi_7__div,0.00546
xgb_gpu_engineered,z2_z_us10y_us5y_spread__z_btc_drawdown_change_60d__div,0.005451
xgb_gpu_engineered,z2_z_btc_rolling_position_60d__z_btc_rsi_14__mul,0.00545
xgb_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_return_lag_1__add,0.005448
xgb_gpu_engineered,z_btc_bollinger_width_20d,0.005421
xgb_gpu_engineered,z2_z_btc_rsi_30__z_gold_return_7d__mul,0.005421
xgb_gpu_engineered,z2_z_btc_trend_above_sma20__z_btc_drawdown_change_60d__mul,0.005399
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_us5y_bp_chg_7d__sub,0.005392
xgb_gpu_engineered,z2_z_btc_rolling_position_30d__z_silver_return_1d__div,0.005374
xgb_gpu_engineered,z2_z_btc_rolling_position_14d__z_btc_drawdown_change_120d__div,0.005371
xgb_gpu_engineered,z_btc_nasdaq_rolling_corr_30d,0.00535
xgb_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_rolling_position_7d__mul,0.005344
xgb_gpu_engineered,z2_z_btc_rsi_30__z_btc_rolling_position_60d__div,0.005337
xgb_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_bollinger_width_change_20d__add,0.005327
xgb_gpu_engineered,z2_z_btc_rolling_position_30d__z_btc_trend_sma50_above_sma200__div,0.005318
xgb_gpu_engineered,z2_z_btc_trend_above_sma20__z_gold_return_7d__div,0.005313
xgb_gpu_engineered,z2_z_btc_bollinger_width_change_20d__z_btc_sp500_rolling_corr_30d__mul,0.005311
xgb_gpu_engineered,z2_z_sp500_return_1d__z_btc_nasdaq_rolling_corr_30d__mul,0.005283
xgb_gpu_engineered,z2_z_us30y_us10y_spread__z_btc_bollinger_width_20d__div,0.005281
xgb_gpu_engineered,z2_z_sp500_return_1d__z_btc_rsi_7__mul,0.005251
xgb_gpu_engineered,z2_z_btc_rsi_7__z_btc_drawdown_change_30d__sub,0.005239
xgb_gpu_engineered,z2_z_btc_rolling_position_20d__z_btc_trend_above_sma20__sub,0.005235
xgb_gpu_engineered,z2_z_us10y_us5y_spread__z_silver_return_1d__div,0.00523
xgb_gpu_engineered,z2_z_btc_drawdown_change_30d__z_gold_return_7d__div,0.005214
xgb_gpu_engineered,z2_z_sp500_return_1d__z_btc_nasdaq_rolling_corr_30d__div,0.00521
xgb_gpu_engineered,z2_z_btc_rsi_30__z_btc_rsi_7__mul,0.005204
xgb_gpu_engineered,z2_z_us30y_us10y_spread__z_gold_return_7d__mul,0.005188
xgb_gpu_engineered,z2_z_btc_volume_pct_7d__z_btc_sp500_rolling_corr_30d__div,0.005181
xgb_gpu_engineered,z2_z_btc_bollinger_width_20d__z_btc_drawdown_change_60d__mul,0.005169
xgb_gpu_engineered,z2_z_silver_return_7d__z_us5y_bp_chg_7d__add,0.005158
